Subclass,Superclass,labels
BMW,Auto & Motorrad: Fahrzeuge,1
Ducati,Auto & Motorrad: Fahrzeuge,1
Harley-Davidson,Auto & Motorrad: Fahrzeuge,1
Honda,Auto & Motorrad: Fahrzeuge,1
Kawasaki,Auto & Motorrad: Fahrzeuge,1
Kreidler,Auto & Motorrad: Fahrzeuge,1
KTM,Auto & Motorrad: Fahrzeuge,1
Moto Guzzi,Auto & Motorrad: Fahrzeuge,1
Old- & Youngtimer,Auto & Motorrad: Fahrzeuge,1
Piaggio,Auto & Motorrad: Fahrzeuge,1
Quads,Auto & Motorrad: Fahrzeuge,1
Roller,Auto & Motorrad: Fahrzeuge,1
Simson,Auto & Motorrad: Fahrzeuge,1
Sonstige Marken,Auto & Motorrad: Fahrzeuge,1
Suzuki,Auto & Motorrad: Fahrzeuge,1
Triumph,Auto & Motorrad: Fahrzeuge,1
Unfall-/ Bastlermotorräder,Auto & Motorrad: Fahrzeuge,1
Yamaha,Auto & Motorrad: Fahrzeuge,1
Zündapp,Auto & Motorrad: Fahrzeuge,1
"Anhänger bis 0,75 t",Auto & Motorrad: Fahrzeuge,1
"Anhänger bis 3,5 t",Auto & Motorrad: Fahrzeuge,1
Autotransportanhänger,Auto & Motorrad: Fahrzeuge,1
Bootsanhänger / -trailer,Auto & Motorrad: Fahrzeuge,1
Motorradtransportanhänger,Auto & Motorrad: Fahrzeuge,1
Pferdeanhänger,Auto & Motorrad: Fahrzeuge,1
Anleitungen & Handbücher,Auto & Motorrad: Teile,1
Auto-Anbau- & -Zubehörteile,Auto & Motorrad: Teile,1
"Autoelektronik, GPS & Sicherheitstechnik",Auto & Motorrad: Teile,1
Auto-Motorsport,Auto & Motorrad: Teile,1
Auto-Tuning & -Styling,Auto & Motorrad: Teile,1
Erste Hilfe- & Notfallausrüstungen,Auto & Motorrad: Teile,1
Golfwagen Teile & Zubehör,Auto & Motorrad: Teile,1
Kfz-Service auf Anfrage,Auto & Motorrad: Teile,1
Kfz-Services & -Reparaturen,Auto & Motorrad: Teile,1
"Kleidung, Schutzausrüstung & Merchandise",Auto & Motorrad: Teile,1
Klein- & Leichtkraftradteile,Auto & Motorrad: Teile,1
Motorradgespanne,Auto & Motorrad: Teile,1
Motorrad-Motorsport,Auto & Motorrad: Teile,1
Motorrad-Tuning & -Styling,Auto & Motorrad: Teile,1
"Motorradwartung, -ständer & -transport",Auto & Motorrad: Teile,1
"Öl, Pflege- & Schmiermittel",Auto & Motorrad: Teile,1
"Quad-, SSV- & UTV-Teile & -Zubehör",Auto & Motorrad: Teile,1
Spezielle Fahrzeug-Teile,Auto & Motorrad: Teile,1
Werkzeuge,Auto & Motorrad: Teile,1
Bedienungsanleitungen,Auto & Motorrad: Teile,1
Berichte & Zeitschriften,Auto & Motorrad: Teile,1
Ersatzteile Kataloge,Auto & Motorrad: Teile,1
Prospekte,Auto & Motorrad: Teile,1
Service & Reparaturanleitungen,Auto & Motorrad: Teile,1
Service & Scheckhefte,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Autopflege & Aufbereitung,Auto & Motorrad: Teile,1
Schneeschaufel,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Tragbare Batterieladegeräte,Auto & Motorrad: Teile,1
Autoentertainment,Auto & Motorrad: Teile,1
Auto-Hi-Fi-Raritäten,Auto & Motorrad: Teile,1
Bauzubehör für Subwoofer & Lautsprecher,Auto & Motorrad: Teile,1
"Dashcams, Alarmanlagen & Sicherheitstechnik",Auto & Motorrad: Teile,1
Elektronikzubehör,Auto & Motorrad: Teile,1
GPS & Navigationsgeräte,Auto & Motorrad: Teile,1
Klemmen & Verkabelung,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Mitfahrten,Auto & Motorrad: Teile,1
MS-Teile ohne Straßenzulassung,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Anhängerkupplungen & Abschleppteile,Auto & Motorrad: Teile,1
Auspuff- & Abgassysteme,Auto & Motorrad: Teile,1
Autoelektrik,Auto & Motorrad: Teile,1
Autoreifen & Felgen,Auto & Motorrad: Teile,1
Beleuchtung,Auto & Motorrad: Teile,1
Bremsen & Bremsenteile,Auto & Motorrad: Teile,1
Elektro- & Hybridautoteile,Auto & Motorrad: Teile,1
Fahrerassistenzsysteme,Auto & Motorrad: Teile,1
Federung & Lenkung,Auto & Motorrad: Teile,1
Getriebe & Antriebstechnik,Auto & Motorrad: Teile,1
"Karosserie-, Anbauteile & Zubehör",Auto & Motorrad: Teile,1
Luft- & Kraftstoffversorgung,Auto & Motorrad: Teile,1
Motoren & Motorenteile,Auto & Motorrad: Teile,1
Motorkühlung,Auto & Motorrad: Teile,1
Scheiben- & Scheinwerferreinigung,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Transportsysteme,Auto & Motorrad: Teile,1
Zünd- & Glühanlagen,Auto & Motorrad: Teile,1
Chiptuning & Motortuning,Auto & Motorrad: Teile,1
Gokart Teile,Auto & Motorrad: Teile,1
Innenausstattung,Auto & Motorrad: Teile,1
Karosserie & Exterieur Styling,Auto & Motorrad: Teile,1
Kraftstoffversorgung,Auto & Motorrad: Teile,1
Kühlung,Auto & Motorrad: Teile,1
Luftversorgung,Auto & Motorrad: Teile,1
Sport-Auspuffe,Auto & Motorrad: Teile,1
Sport-Bremsenteile,Auto & Motorrad: Teile,1
Sportfederung,Auto & Motorrad: Teile,1
Sport-Getriebe,Auto & Motorrad: Teile,1
Zünd- & Glühanlagen,Auto & Motorrad: Teile,1
Auto-Diebstahlsicherheit,Auto & Motorrad: Teile,1
Sicherheit,Auto & Motorrad: Teile,1
Golfwagen Kabel & Teile,Auto & Motorrad: Teile,1
Golfwagen Ladegeräte,Auto & Motorrad: Teile,1
Golfwagen Räder & Reifen,Auto & Motorrad: Teile,1
Golfwagen Sitzplätze,Auto & Motorrad: Teile,1
Golfwagen Windschutzscheiben,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Reifen- & Räderwechsel,Auto & Motorrad: Teile,1
Reparatur & Wartung,Auto & Motorrad: Teile,1
Abgasuntersuchungen,Auto & Motorrad: Teile,1
Achsvermessungen,Auto & Motorrad: Teile,1
Anhängerkupplungen mit Einbau,Auto & Motorrad: Teile,1
Anlasser mit Einbau,Auto & Motorrad: Teile,1
Auto-Hi-Fi & Navigation,Auto & Motorrad: Teile,1
Batterien mit Einbau,Auto & Motorrad: Teile,1
Checks,Auto & Motorrad: Teile,1
Fahrwerksteile mit Einbau,Auto & Motorrad: Teile,1
HU-Vorführung,Auto & Motorrad: Teile,1
Inspektionen,Auto & Motorrad: Teile,1
Klimaanlagenwartungen,Auto & Motorrad: Teile,1
Kupplungen mit Einbau,Auto & Motorrad: Teile,1
Leistungssteigerung mit Einbau,Auto & Motorrad: Teile,1
Lichtmaschinen mit Einbau,Auto & Motorrad: Teile,1
Scheibentausch & -reparaturen,Auto & Motorrad: Teile,1
Schiebedächer mit Einbau,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Standheizungen mit Einbau,Auto & Motorrad: Teile,1
Zahnriemen & Zub. mit Einbau,Auto & Motorrad: Teile,1
Zündungsteile mit Einbau,Auto & Motorrad: Teile,1
Automobilzubehör & Merchandise,Auto & Motorrad: Teile,1
Helme & Zubehör,Auto & Motorrad: Teile,1
Motorrad- & Motorsportausrüstung,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Ansaug- & Kraftstoffsysteme,Auto & Motorrad: Teile,1
"Audio, Kommunikation & Navigation",Auto & Motorrad: Teile,1
Beleuchtung,Auto & Motorrad: Teile,1
Bremsen & Bremsenteile,Auto & Motorrad: Teile,1
Customizing & Performance,Auto & Motorrad: Teile,1
Elektrik & Zündungen,Auto & Motorrad: Teile,1
Elektromotorrad- & Elektrorollerteile & -zubehör,Auto & Motorrad: Teile,1
Gepäck & Gepäckträger,Auto & Motorrad: Teile,1
Getriebe & Antriebstechnik,Auto & Motorrad: Teile,1
Instrumente & Cockpit,Auto & Motorrad: Teile,1
"Lenker, Griffe & Steuerungen",Auto & Motorrad: Teile,1
Motoren & Motorteile,Auto & Motorrad: Teile,1
Motorkühlung,Auto & Motorrad: Teile,1
Protektoren & Spritzschutze,Auto & Motorrad: Teile,1
"Radaufhängung, Federung & Lenkung",Auto & Motorrad: Teile,1
Reifen & Felgen,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Spiegel,Auto & Motorrad: Teile,1
Verkleidungen & Rahmen,Auto & Motorrad: Teile,1
Motocross-Teile,Auto & Motorrad: Teile,1
MS-Literatur & -Accessoires,Auto & Motorrad: Teile,1
Rennsport-Teile,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Supermoto-Teile,Auto & Motorrad: Teile,1
Trial-Teile,Auto & Motorrad: Teile,1
Individuelle An- & Umbauteile,Auto & Motorrad: Teile,1
Leistungssteigerungsteile,Auto & Motorrad: Teile,1
"Anhänger, Rampen & Transport",Auto & Motorrad: Teile,1
Ladegeräte & Optimierer,Auto & Motorrad: Teile,1
"Pflege, Reinigung & Schutz",Auto & Motorrad: Teile,1
Sicherheit,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Ständer & Heber,Auto & Motorrad: Teile,1
Vignettenhalter,Auto & Motorrad: Teile,1
Automatikgetriebeöl,Auto & Motorrad: Teile,1
Benzin-Zusätze,Auto & Motorrad: Teile,1
Bremsenreiniger,Auto & Motorrad: Teile,1
Dichtungsentferner,Auto & Motorrad: Teile,1
Enteiser,Auto & Motorrad: Teile,1
Fett & Schmieröl,Auto & Motorrad: Teile,1
Frostschutzmittel,Auto & Motorrad: Teile,1
Getriebeöl,Auto & Motorrad: Teile,1
Hydrauliköl,Auto & Motorrad: Teile,1
Kältemittel für Klimaanlagen,Auto & Motorrad: Teile,1
Kühler-Additive & Dichtmittel,Auto & Motorrad: Teile,1
Kupplungsflüssigkeit,Auto & Motorrad: Teile,1
Motorpflege,Auto & Motorrad: Teile,1
Reifendichtmittel,Auto & Motorrad: Teile,1
Scheibenreiniger,Auto & Motorrad: Teile,1
Schmiermittel-Spray,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Startflüssigkeit,Auto & Motorrad: Teile,1
"Anhängerkupplungen, Abschlepp- & Bergungsteile",Auto & Motorrad: Teile,1
Ansaug- & Kraftstoffsysteme,Auto & Motorrad: Teile,1
"Audio, Kommunikation & Navigation",Auto & Motorrad: Teile,1
Auspuff- & Abgassysteme,Auto & Motorrad: Teile,1
Bremsen & Bremsenteile,Auto & Motorrad: Teile,1
Elektrik & Zündungen,Auto & Motorrad: Teile,1
"Elektro-Quad-, Elektro-SSV- & Elektro-UTV-Teile",Auto & Motorrad: Teile,1
Federung & Lenkung,Auto & Motorrad: Teile,1
"Fußrasten, Fuß- & Pedalauflagen",Auto & Motorrad: Teile,1
Gepäckträger & Aufbewahrung,Auto & Motorrad: Teile,1
Hand- & Fußhebel & -rasten,Auto & Motorrad: Teile,1
Instrumente & Cockpit,Auto & Motorrad: Teile,1
"Lenkräder, Lenker & Griffe",Auto & Motorrad: Teile,1
Motoren & Motorteile,Auto & Motorrad: Teile,1
Motorkühlung,Auto & Motorrad: Teile,1
Reifen & Felgen,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Spiegel,Auto & Motorrad: Teile,1
Verkleidungen & Rahmen,Auto & Motorrad: Teile,1
Pkw-Anhänger Ersatzteile,Auto & Motorrad: Teile,1
Teile für Oldtimer-Traktoren,Auto & Motorrad: Teile,1
US-Car-Teile,Auto & Motorrad: Teile,1
Wohnmobil- & Wohnwagenteile & Zubehör,Auto & Motorrad: Teile,1
Autolackierbedarf,Auto & Motorrad: Teile,1
Batterieladegeräte & -tester,Auto & Motorrad: Teile,1
Diagnosegeräte,Auto & Motorrad: Teile,1
Druckluftkompressoren,Auto & Motorrad: Teile,1
Druckluftwerkzeuge,Auto & Motorrad: Teile,1
Elektrogeräte,Auto & Motorrad: Teile,1
Pumpen & Kompressoren,Auto & Motorrad: Teile,1
Reparatur-Sets & Teile,Auto & Motorrad: Teile,1
Reservekanister & Zubehör,Auto & Motorrad: Teile,1
Sonstige,Auto & Motorrad: Teile,1
Werkstattausstattung & -bedarf,Auto & Motorrad: Teile,1
Werkzeuge für Klimaanlagen,Auto & Motorrad: Teile,1
Werkzeugkasten & Aufbewahrung,Auto & Motorrad: Teile,1
Auto-Kindersitze & Zubehör,Baby,1
Badezubehör,Baby,1
Bücher & Zeitschriften,Baby,1
Ernährung,Baby,1
Kinderwagen & Zubehör,Baby,1
Möbel,Baby,1
Pakete & Sets,Baby,1
Pflege,Baby,1
Spielzeug,Baby,1
Taufe,Baby,1
Zwillinge,Baby,1
Auto-Kindersitze,Baby,1
Sonstige,Baby,1
Zubehör,Baby,1
Badeeimer & Tummy-Tubs,Baby,1
Badesitze,Baby,1
Badespielzeug,Baby,1
Badethermometer,Baby,1
Badewannen,Baby,1
Badezusätze,Baby,1
Kinderwaschbecken,Baby,1
Sonstige,Baby,1
Wannenaufsätze,Baby,1
Waschlappen,Baby,1
Betthimmel & Netze,Baby,1
Bettlaken,Baby,1
Bettsets,Baby,1
Bettüberwürfe & Tagesdecken,Baby,1
Bettvolants,Baby,1
Bettwäschegarnituren,Baby,1
Dekokissen,Baby,1
Kopfkissen,Baby,1
Kopfkissenbezüge,Baby,1
Kuscheldecken,Baby,1
Matratzenschoner & -auflagen,Baby,1
Nestchen,Baby,1
Schlafsäcke,Baby,1
Sonstige,Baby,1
Steppbetten,Baby,1
Bücher,Baby,1
Zeitschriften,Baby,1
Babyflaschen & Zubehör,Baby,1
Babykost,Baby,1
Babykostzubereiter,Baby,1
Flaschen- & Kostwärmer,Baby,1
Kindergeschirr & -besteck,Baby,1
Lätzchen & Spucktücher,Baby,1
Sonstige,Baby,1
Stillzubehör,Baby,1
Ersatzteile,Baby,1
Kinderwagen,Baby,1
Kinderwagenzubehör,Baby,1
Sonstige,Baby,1
Betten,Baby,1
Hochstühle,Baby,1
Komplettzimmer,Baby,1
Lampen & Deko,Baby,1
Laufgitter,Baby,1
Matratzen,Baby,1
Regale,Baby,1
Schränke,Baby,1
Sonstige,Baby,1
Stubenwagen,Baby,1
Tische & Stühle,Baby,1
Wickeltische & Zubehör,Baby,1
Wiegen,Baby,1
Wippen & Schaukeln,Baby,1
Beißringe,Baby,1
Feuchttücher,Baby,1
Fieberthermometer,Baby,1
Haarpflege,Baby,1
Hautpflege,Baby,1
Schnuller,Baby,1
Schnullerketten & -boxen,Baby,1
Sonstige,Baby,1
Waagen,Baby,1
Wärmeflaschen & -kissen,Baby,1
WC-Sitze & Toilettentrainer,Baby,1
Wickeltaschen,Baby,1
Windeleimer,Baby,1
Windeleimer-Ersatzkassetten,Baby,1
Windeln,Baby,1
Zahnpflege,Baby,1
Babyfone,Baby,1
Bettschutzgitter,Baby,1
Kindersicherungen,Baby,1
Lauf- & Schutzgurte,Baby,1
Sicherheitsaufkleber,Baby,1
Tür- & Treppenschutzgitter,Baby,1
Badespielzeug,Baby,1
Gym & Fitnesscenter,Baby,1
Handpuppen,Baby,1
Holzspielzeug,Baby,1
Motorik,Baby,1
Musik-Mobile,Baby,1
Plüschtiere & -figuren,Baby,1
Puppen,Baby,1
Rasseln & Greiflinge,Baby,1
Sonstiges Spielzeug,Baby,1
Spiel- & Puzzelmatten,Baby,1
